part,before_unique,after_unique,resolver_warnings,families
2450.dat,8,12,0,cylinder
245021.dat,6,12,0,cylinder
2453.dat,1,2,0,cylinder
2453bdx0.dat,1,2,0,cylinder
2454adm0.dat,0,4,0,cylinder
2454adq0.dat,0,4,0,cylinder
2454adq1.dat,0,4,0,cylinder
2454adq2.dat,0,4,0,cylinder
2454adq3.dat,0,4,0,cylinder
2454adq4.dat,0,4,0,cylinder
2454adq5.dat,0,4,0,cylinder
2454adq6.dat,0,4,0,cylinder
2454adq7.dat,0,4,0,cylinder
2454adq8.dat,0,4,0,cylinder
2454bd04.dat,0,6,0,cylinder
2454dm0.dat,0,4,0,cylinder
2454dq0.dat,0,4,0,cylinder
2454dq1.dat,0,4,0,cylinder
2454dq2.dat,0,4,0,cylinder
2454dq3.dat,0,4,0,cylinder
2454dq4.dat,0,4,0,cylinder
2454dq5.dat,0,4,0,cylinder
2454dq6.dat,0,4,0,cylinder
2454dq7.dat,0,4,0,cylinder
2454dq8.dat,0,4,0,cylinder
2454pa0.dat,0,4,0,cylinder
2454ph0.dat,0,4,0,cylinder
2454ps5.dat,0,4,0,cylinder
2455.dat,0,7,0,cylinder
2456dq0.dat,12,24,0,cylinder
2458.dat,3,6,0,cylinder
245c01.dat,1,5,0,cylinder
245c02.dat,0,5,0,cylinder
246.dat,1,4,0,cylinder
2460.dat,6,6,0,cylinder
24607.dat,14,43,0,cylinder
2462d01.dat,3,6,0,cylinder
2465dm0.dat,0,47,0,cylinder
2466p07.dat,5,9,0,cylinder
2467.dat,7,27,0,cylinder
247.dat,1,4,0,cylinder
2476.dat,0,9,0,cylinder
2476b.dat,1,9,0,cylinder
2479.dat,1,17,0,cylinder
247b.dat,1,4,0,cylinder
248.dat,1,5,0,cylinder
2484c01.dat,0,6,0,cylinder
2485.dat,0,2,0,cylinder
24851c01.dat,0,12,0,cylinder
24852c01.dat,2,14,0,generic;cylinder
24855c01.dat,11,14,0,cylinder
249.dat,0,3,0,cylinder
2493.dat,0,16,0,cylinder;generic
2494p01.dat,0,1,0,generic
2500c01.dat,13,32,0,cylinder
25059.dat,2,6,0,cylinder
25061.dat,6,10,0,cylinder
2508.dat,5,7,0,cylinder;generic
2512.dat,12,16,0,cylinder
25126p01c01.dat,0,1,0,cylinder
25128p01c01.dat,0,1,0,cylinder
2513.dat,8,12,0,cylinder
2513d01.dat,0,12,0,cylinder
2513p02.dat,8,12,0,cylinder
2513p03.dat,8,12,0,cylinder
2513p04.dat,8,12,0,cylinder
2513p05.dat,8,12,0,cylinder
2516.dat,10,12,0,cylinder
2518c01.dat,6,7,60,cylinder;generic
25194.dat,0,1,0,cylinder
25195.dat,0,8,0,cylinder
252.dat,0,4,0,cylinder
2536c.dat,0,4,0,cylinder;generic
2536c01.dat,6,7,60,cylinder;generic
25375-f1.dat,0,2,0,cylinder
25375-f2.dat,0,2,0,cylinder
25375-f3.dat,0,2,0,cylinder
2538.dat,0,15,0,cylinder
2538b.dat,9,15,0,cylinder
2538d.dat,0,6,0,cylinder
2539.dat,29,45,0,clip;cylinder
2540.dat,6,8,0,cylinder
25452c01.dat,0,1,0,cylinder
2550c01.dat,12,18,10,cylinder
2550c02.dat,12,18,10,cylinder
2551.dat,40,76,1,cylinder
2552.dat,2,352,0,cylinder
2552p01.dat,30,352,0,cylinder
2552p02.dat,2,352,0,cylinder
2552p03.dat,2,352,0,cylinder
2552p04.dat,2,352,0,cylinder
2552p05.dat,3,352,0,cylinder
2552p06.dat,3,352,0,cylinder
25549.dat,0,48,0,cylinder
25550.dat,0,4,0,cylinder
255526.dat,2,2,0,cylinder;clip
2556.dat,10,26,0,cylinder
25560.dat,0,12,0,cylinder
25560c01.dat,0,12,0,cylinder
25561c01.dat,4,16,0,generic;cylinder
2557.dat,76,280,4,cylinder
2557c01.dat,42,58,1,cylinder
2557c02.dat,42,58,1,cylinder
2559.dat,43,407,0,cylinder
2559c01.dat,33,409,0,cylinder
2559c02.dat,33,409,0,cylinder
256.dat,0,138,0,cylinder
2560.dat,136,328,0,cylinder
2569d01.dat,2,3,0,cylinder
257.dat,8,16,0,cylinder
2571.dat,4,15,0,cylinder
2572.dat,18,35,0,cylinder
2572d01.dat,18,35,0,cylinder
2572d02.dat,18,35,0,cylinder
2574.dat,0,49,0,cylinder
2574c01.dat,0,49,0,cylinder
2575.dat,0,39,0,cylinder
2577.dat,15,24,0,cylinder
2578.dat,0,6,0,cylinder
2578a.dat,2,6,0,cylinder
2578b.dat,3,7,0,cylinder;fingers
2579.dat,1,5,0,cylinder
258.dat,0,5,0,cylinder
2580c01.dat,10,14,0,cylinder
2586d01.dat,0,1,0,cylinder
2598.dat,3,7,0,cylinder;fingers
2598ps1.dat,3,7,0,cylinder;fingers
2598ps2.dat,3,7,0,cylinder;fingers
2599.dat,1,2,0,cylinder
2599a.dat,2,4,0,cylinder
2599c01.dat,0,4,0,cylinder
26.dat,0,192,0,cylinder
26021.dat,5,21,0,cylinder
26021c01.dat,5,23,0,cylinder
26022.dat,2,6,0,cylinder
2605.dat,5,9,0,cylinder
2605c01.dat,5,10,0,cylinder
2617.dat,24,80,0,cylinder
2618.dat,37,57,0,cylinder
262.dat,0,1024,0,cylinder
2621.dat,62,122,0,cylinder
2622.dat,42,46,0,cylinder
2623.dat,37,69,0,cylinder
2623d01.dat,28,69,0,cylinder
2623d02.dat,28,69,0,cylinder
2626d01.dat,10,30,0,cylinder
2626d02.dat,10,30,0,cylinder
2627.dat,14,26,0,cylinder
26280.dat,2,4,0,cylinder
26280c01.dat,1,4,0,cylinder
26288c01-f1.dat,1,5,0,cylinder
26288c01-f2.dat,1,5,0,cylinder
262p01.dat,0,1024,0,cylinder
2634.dat,0,25,0,cylinder
2634c01.dat,10,25,0,cylinder
2634c02.dat,10,25,0,cylinder
2635.dat,50,58,8,cylinder
2638.dat,0,12,0,cylinder
2641.dat,5,18,0,cylinder
2641a.dat,9,18,0,cylinder
2641ad01.dat,5,18,0,cylinder
2641b.dat,4,13,0,cylinder
2641c.dat,4,13,0,cylinder
2642.dat,22,78,0,cylinder
265.dat,0,4,0,cylinder
2653.dat,8,11,1,cylinder
26530.dat,0,6,0,cylinder
26531.dat,0,6,0,cylinder
2654.dat,4,7,0,cylinder
26559.dat,11,15,0,cylinder
26560.dat,11,15,0,cylinder
26561.dat,9,13,0,cylinder
26597.dat,3,6,0,cylinder
26599.dat,3,15,0,cylinder
265ac01.dat,6,10,0,cylinder
265bc01.dat,7,11,0,cylinder;generic
265c01.dat,0,10,0,cylinder
266.dat,0,4,0,cylinder
26603dx0.dat,0,6,0,cylinder
26603dx1.dat,0,6,0,cylinder
2662.dat,12,16,0,cylinder
26674-f1.dat,3,5,0,cylinder
26674-f2.dat,3,5,0,cylinder
266ac01.dat,6,10,0,cylinder
266bc01.dat,7,11,0,cylinder;generic
266bc02.dat,7,11,0,cylinder;generic
266c01.dat,0,10,0,cylinder
2680b.dat,16,24,0,cylinder
26832.dat,0,8,0,cylinder
26835.dat,0,24,0,cylinder
2686c01.dat,0,2,0,cylinder
2687.dat,2,82,0,cylinder;fingers
26910.dat,0,182,0,cylinder;generic
26912.dat,0,16,0,cylinder
26912c01.dat,0,17,0,cylinder;generic
26913.dat,2,69,0,cylinder
26913c01.dat,2,70,0,cylinder;generic
2694.dat,18,51,0,cylinder
2694p01.dat,4,37,0,cylinder
2694p02.dat,4,37,0,cylinder
2698c01.dat,32,57,2,generic;cylinder;fingers;clip
2699c01.dat,4,9,0,generic;cylinder
27.dat,2,6,0,cylinder
270.dat,0,94,0,cylinder
27059.dat,0,1,0,cylinder
270c01.dat,0,98,0,cylinder
270c02.dat,2,100,2,cylinder
271.dat,9,13,0,cylinder;clip
27165.dat,1,5,0,cylinder
27167.dat,1,9,0,cylinder
27168.dat,3,23,2,clip;generic;cylinder
27191.dat,8,96,0,cylinder
27191c01.dat,80,178,0,cylinder;generic
2723d01.dat,0,1,0,cylinder
2723d02.dat,0,1,0,cylinder
27255.dat,16,28,0,cylinder
27259.dat,5,7,0,cylinder
27261.dat,6,8,0,cylinder
27266.dat,6,10,0,cylinder
2726c01.dat,0,8,0,cylinder
2726c02.dat,0,8,0,cylinder
2726c03.dat,0,4,0,cylinder
2727ac01.dat,0,4,0,cylinder
2727bc01.dat,0,4,0,cylinder
2739.dat,1,3,0,generic;cylinder
27395.dat,0,16,0,cylinder
2739b.dat,1,3,0,generic;cylinder
274.dat,4,9,0,cylinder
2742c01.dat,9,17,0,cylinder
2748.dat,0,512,0,cylinder
275.dat,0,4,0,cylinder
276.dat,0,8,0,cylinder
2761c01.dat,4,12,0,cylinder
276c01.dat,0,8,0,cylinder
2772-f1.dat,48,62,0,cylinder
2772-f2.dat,48,62,0,cylinder
2772-f3.dat,48,62,0,cylinder
2772c01.dat,0,62,0,cylinder
2772c02.dat,0,62,0,cylinder
2772c03.dat,0,62,0,cylinder
2774c01.dat,0,82,0,cylinder
2775c01.dat,0,2,0,cylinder
2775c02.dat,0,2,0,cylinder
2775c03.dat,0,6,0,cylinder
278.dat,0,5,0,cylinder
27934.dat,1,3,0,cylinder
2793c01-f1.dat,0,4,0,cylinder
2793c01-f2.dat,0,4,0,cylinder
2793c01.dat,0,4,0,cylinder
2793c02.dat,0,4,0,cylinder
2797c01-f1.dat,0,7,0,cylinder
2797c01-f2.dat,0,7,0,cylinder
2797c01.dat,0,7,0,cylinder
2797c02.dat,0,7,0,cylinder
27ac01.dat,2,4,0,cylinder
27bc01.dat,2,6,0,cylinder
27cc01.dat,2,6,0,cylinder
28.dat,2,4,0,cylinder
280.dat,46,118,0,cylinder
280c01.dat,2,124,0,cylinder;generic
2817.dat,1,9,0,cylinder
2821.dat,0,6,0,cylinder
28324.dat,30,70,0,cylinder
28326.dat,6,10,0,cylinder
2837a.dat,0,49,0,cylinder
2837b.dat,0,20,0,cylinder
2838.dat,20,28,0,cylinder
2838c01.dat,21,49,0,cylinder
2839.dat,0,20,0,cylinder
2841.dat,16,120,0,cylinder
2842.dat,0,24,0,cylinder
2842c01.dat,0,160,1,cylinder
2842c02.dat,0,144,1,cylinder
2847c01.dat,56,98,0,cylinder
2849.dat,0,4,0,cylinder
285.dat,8,82,0,cylinder
28535.dat,0,102,0,cylinder
285c01.dat,2,88,0,cylinder;generic
28618.dat,1,2,0,cylinder
2865.dat,82,106,0,cylinder;generic
28653.dat,0,5,0,cylinder
28660.dat,0,1,0,cylinder
2867.dat,18,26,80,cylinder
28670.dat,9,13,0,cylinder
2868.dat,0,24,0,cylinder
28686.dat,0,4,0,cylinder
2869.dat,0,40,0,cylinder
28696.dat,0,1,0,cylinder
2869c01.dat,0,32,1,cylinder
2872.dat,2,4,0,cylinder
28738.dat,32,62,0,cylinder;generic
28739.dat,0,42,0,cylinder
28779.dat,6,9,0,cylinder
2878.dat,8,24,2,cylinder
28802.dat,3,13,0,cylinder
28809.dat,1,6,0,cylinder
289.dat,1,2,0,cylinder
28925.dat,0,102,0,cylinder
28925c01.dat,0,102,0,cylinder
28925c02.dat,0,102,0,cylinder
28925c03.dat,0,102,0,cylinder
28925c04.dat,0,102,0,cylinder
28925c05.dat,0,102,0,cylinder
2894c01.dat,1,17,0,cylinder
28964.dat,0,24,0,cylinder
28978.dat,6,9,0,cylinder
29.dat,1,3,0,cylinder
29034.dat,0,8,0,cylinder
2903c01.dat,0,1,0,cylinder
2904.dat,10,18,0,cylinder
29084.dat,0,4,0,cylinder
29096.dat,21,37,0,cylinder
29096ps0.dat,21,37,0,cylinder
2909c01.dat,0,5,0,cylinder
291.dat,0,5,0,cylinder
29110.dat,12,26,0,cylinder
29115.dat,41,61,0,cylinder
2912.dat,0,8,0,cylinder
29124.dat,21,29,0,cylinder
29125.dat,14,38,0,cylinder
29125c01.dat,25,67,0,cylinder
2913c01.dat,8,16,0,cylinder
2916.dat,4,20,0,cylinder
29161.dat,0,1,0,cylinder
2916d01.dat,4,20,0,cylinder
2916d02.dat,4,20,0,cylinder
29211.dat,0,1,0,cylinder
292126.dat,2,4,0,cylinder
2924a.dat,8,11,0,cylinder
2924ad01.dat,0,11,0,cylinder
2924b.dat,8,11,0,cylinder
2924bd01.dat,0,11,0,cylinder
2926.dat,17,17,0,cylinder
2928.dat,12,20,0,cylinder
2928c01.dat,6,20,0,cylinder
2928c02.dat,6,20,0,cylinder
293.dat,0,256,0,cylinder
29304.dat,4,44,0,cylinder
294.dat,4,11,0,cylinder
2947.dat,2,4,0,cylinder
2947bc01.dat,2,4,0,cylinder
2958.dat,0,1,0,cylinder
2958c01.dat,0,1,0,cylinder
2959c01.dat,0,1,0,fingers
296.dat,0,3,0,cylinder
2972.dat,232,416,0,cylinder
2973.dat,0,16,0,cylinder
2973c01.dat,8,24,0,cylinder
2976.dat,0,16,0,cylinder
2976c01.dat,8,24,0,cylinder
2977c01.dat,8,25,0,cylinder
2979.dat,0,12,0,cylinder
2980c01.dat,4,16,0,cylinder
2981.dat,0,16,0,cylinder
2982c01.dat,8,24,0,cylinder
2984.dat,0,8,0,cylinder
2985c01.dat,9,19,0,cylinder
2986.dat,4,6,0,cylinder
2986c01.dat,4,6,0,cylinder
299.dat,2,3,0,cylinder
2996c01.dat,0,7,0,cylinder
29ac01.dat,1,2,0,cylinder
29bc01.dat,1,3,0,cylinder
29c01.dat,0,3,0,cylinder
29cc01.dat,1,3,0,cylinder
300.dat,1,2,0,cylinder
30002.dat,2,3,0,cylinder
30007.dat,4,15,0,cylinder
30008.dat,1,2,0,cylinder
30009.dat,0,7,0,cylinder
30010.dat,0,3,0,cylinder
30018.dat,112,116,0,cylinder
3001b.dat,9,17,0,cylinder
3001d01.dat,0,16,0,cylinder
3001d02.dat,0,16,0,cylinder
3001d03.dat,0,16,0,cylinder
3001d04.dat,0,16,0,cylinder
30027.dat,2,3,0,cylinder;generic
30027ac01.dat,2,3,0,cylinder;generic
30027bc01.dat,0,1,0,cylinder
30029.dat,46,62,0,cylinder
3002d01.dat,0,12,0,cylinder
3002d02.dat,0,12,0,cylinder
3002dm0.dat,0,12,0,cylinder
3002dm1.dat,0,12,0,cylinder
3002dm2.dat,0,12,0,cylinder
3002peye.dat,5,9,0,cylinder
3003.dat,5,9,0,cylinder
30030.dat,17,302,0,cylinder
300301.dat,5,9,0,cylinder
30030p01.dat,17,302,0,cylinder
300321.dat,5,9,0,cylinder
30036.dat,29,55,0,cylinder
30037.dat,40,74,0,cylinder
30039.dat,1,1,0,cylinder
3003941.dat,1,1,0,cylinder
3003d02.dat,5,9,0,cylinder
3003p01.dat,5,9,0,cylinder
3003p02.dat,5,9,0,cylinder
3003p03.dat,5,9,0,cylinder
3003p04.dat,5,9,0,cylinder
3003p05.dat,5,9,0,cylinder
3003p06.dat,5,9,0,cylinder
3003p07.dat,5,9,0,cylinder
3003p08.dat,5,9,0,cylinder
3003p09.dat,5,9,0,cylinder
3003p0a.dat,5,9,0,cylinder
3003p0b.dat,5,9,0,cylinder
3003p10.dat,5,9,0,cylinder
3003p11.dat,5,9,0,cylinder
3003p12.dat,5,9,0,cylinder
3003p13.dat,5,9,0,cylinder
3003p14.dat,5,9,0,cylinder
3003p15.dat,5,9,0,cylinder
3003p16.dat,5,9,0,cylinder
3003p17.dat,5,9,0,cylinder
3003p18.dat,5,9,0,cylinder
3003p19.dat,5,9,0,cylinder
3003p20.dat,5,9,0,cylinder
3003p21.dat,5,9,0,cylinder
3003p22.dat,5,9,0,cylinder
3003p23.dat,5,9,0,cylinder
3003p24.dat,5,9,0,cylinder
3003p25.dat,5,9,0,cylinder
3003p26.dat,5,9,0,cylinder
3003p27.dat,5,9,0,cylinder
3003p28.dat,5,9,0,cylinder
3003p29.dat,5,9,0,cylinder
3003p30.dat,5,9,0,cylinder
3003p31.dat,5,9,0,cylinder
3003pd0.dat,4,8,0,cylinder
3003pe0.dat,5,9,0,cylinder
3003pe1.dat,5,9,0,cylinder
3003pe2.dat,5,9,0,cylinder
3003pe3.dat,4,8,0,cylinder
3003pe4.dat,5,9,0,cylinder
3003pe5.dat,5,9,0,cylinder
3003pe6.dat,5,9,0,cylinder
3003pe7.dat,5,9,0,cylinder
3003pt1.dat,5,9,0,cylinder
3003pt2.dat,5,9,0,cylinder
3003px0.dat,5,9,0,cylinder
3003px1.dat,5,9,0,cylinder
3003px2.dat,4,8,0,cylinder
300401.dat,2,5,0,cylinder
30041.dat,26,74,0,cylinder;clip
30042.dat,22,42,0,cylinder
300421.dat,2,5,0,cylinder
30043.dat,5,12,0,cylinder
3004d01.dat,2,5,0,cylinder
3004d04.dat,2,5,0,cylinder
3004d05.dat,2,5,0,cylinder
3004d07.dat,2,5,0,cylinder
3004d08.dat,2,5,0,cylinder
3004d09.dat,2,5,0,cylinder
3004d0a.dat,2,5,0,cylinder
3004d0c.dat,2,5,0,cylinder
3004d0d.dat,2,5,0,cylinder
3004d0e.dat,2,5,0,cylinder
3004d0f.dat,2,5,0,cylinder
3004d0h.dat,2,5,0,cylinder
3004d0i.dat,2,5,0,cylinder
3004p02.dat,0,5,0,cylinder
3004p04.dat,0,5,0,cylinder
3004p60.dat,0,5,0,cylinder
3004ptc1.dat,0,5,0,cylinder
3005-0.dat,0,2,0,cylinder
3005-1.dat,0,2,0,cylinder
3005-1b.dat,0,2,0,cylinder
3005-2.dat,0,2,0,cylinder
3005-3.dat,0,2,0,cylinder
3005-4.dat,0,2,0,cylinder
3005-5.dat,0,2,0,cylinder
3005-6b.dat,0,2,0,cylinder
3005-7.dat,0,2,0,cylinder
3005-a.dat,0,2,0,cylinder
3005-ae.dat,0,2,0,cylinder
3005-b.dat,0,2,0,cylinder
3005-c.dat,0,2,0,cylinder
3005-d.dat,0,2,0,cylinder
3005-e.dat,0,2,0,cylinder
3005-f.dat,0,2,0,cylinder
3005-g.dat,0,2,0,cylinder
3005-h.dat,0,2,0,cylinder
3005-i.dat,0,2,0,cylinder
3005-j.dat,0,2,0,cylinder
3005-k.dat,0,2,0,cylinder
3005-l.dat,0,2,0,cylinder
3005-m.dat,0,2,0,cylinder
3005-n.dat,0,2,0,cylinder
3005-o.dat,0,2,0,cylinder
3005-p.dat,0,2,0,cylinder
3005-q.dat,0,2,0,cylinder
3005-r.dat,0,2,0,cylinder
3005-s.dat,0,2,0,cylinder
3005-t.dat,0,2,0,cylinder
3005-u.dat,0,2,0,cylinder
3005-v.dat,0,2,0,cylinder
3005-w.dat,0,2,0,cylinder
3005-x.dat,0,2,0,cylinder
3005-y.dat,0,2,0,cylinder
3005-z.dat,0,2,0,cylinder
300521.dat,0,2,0,cylinder
3005741.dat,0,3,0,cylinder
3005744.dat,0,3,0,cylinder
30058.dat,0,1,0,fingers
30059.dat,0,1,0,fingers
3005bpf1.dat,0,2,0,cylinder
3005d01.dat,0,2,0,cylinder
3005d02.dat,0,2,0,cylinder
30060.dat,0,13,0,fingers;cylinder
30063.dat,0,3,0,cylinder
30065.dat,0,2,0,cylinder
30068.dat,2,4,0,cylinder
30069.dat,2,4,0,cylinder
3007.dat,16,32,0,cylinder
30070.dat,0,2,0,cylinder
30071.dat,0,2,0,cylinder
30072.dat,288,576,0,cylinder
30076.dat,44,84,0,cylinder
30078.dat,0,4,0,cylinder
3007p01.dat,16,32,0,cylinder
3008.dat,8,23,0,cylinder
30080.dat,0,15,0,cylinder
30086.dat,18,30,0,cylinder
3008d01.dat,0,23,0,cylinder
3008d02.dat,0,23,0,cylinder
3008p01.dat,8,23,0,cylinder
3008p02.dat,8,23,0,cylinder
3008p03.dat,8,23,0,cylinder
3008p04.dat,8,23,0,cylinder
3008p05.dat,8,23,0,cylinder
3008p06.dat,8,23,0,cylinder
3008p07.dat,8,23,0,cylinder
3008p08.dat,8,23,0,cylinder
3008p09.dat,8,23,0,cylinder
3008p0a.dat,8,23,0,cylinder
3008p0b.dat,8,23,0,cylinder
3008p0c.dat,8,23,0,cylinder
3008p0d.dat,8,23,0,cylinder
3008p0e.dat,8,23,0,cylinder
3008p0f.dat,8,23,0,cylinder
3008p0n.dat,8,23,0,cylinder
3008p10.dat,8,23,0,cylinder
3008p21.dat,8,23,0,cylinder
3008p22.dat,8,23,0,cylinder
3008p23.dat,8,23,0,cylinder
3008p24.dat,8,23,0,cylinder
3008p25.dat,8,23,0,cylinder
3008ph0.dat,8,23,0,cylinder
3008pt1.dat,8,23,0,cylinder
30094.dat,14,18,0,cylinder
30097.dat,0,47,0,cylinder
3009d01.dat,0,17,0,cylinder
3009d02.dat,0,17,0,cylinder
3009d03.dat,0,17,0,cylinder
3009d04.dat,0,17,0,cylinder
3009d05.dat,0,17,0,cylinder
3009d06.dat,0,17,0,cylinder
3009d07.dat,0,17,0,cylinder
3009d08.dat,0,17,0,cylinder
3009d09.dat,0,17,0,cylinder
3009d0a.dat,0,17,0,cylinder
3009d0b.dat,0,17,0,cylinder
3009p18b.dat,0,17,0,cylinder
3010.dat,4,11,0,cylinder
30100.dat,21,36,0,cylinder
30102.dat,0,8,0,cylinder
301021.dat,0,11,0,cylinder
30102p01.dat,0,8,0,cylinder
30104.dat,2,4,0,cylinder
3010d01.dat,0,11,0,cylinder
3010d02.dat,0,11,0,cylinder
3010d03.dat,0,11,0,cylinder
3010d04.dat,0,11,0,cylinder
3010d05.dat,0,11,0,cylinder
3010d06.dat,0,11,0,cylinder
3010d07.dat,0,11,0,cylinder
3010d08.dat,0,11,0,cylinder
3010d09.dat,0,11,0,cylinder
3010d0e.dat,0,11,0,cylinder
3010d0f.dat,0,11,0,cylinder
3010d0g.dat,0,11,0,cylinder
3010dm0.dat,0,11,0,cylinder
3010dm1.dat,0,11,0,cylinder
3010p01.dat,4,11,0,cylinder
3010p03.dat,4,11,0,cylinder
3010p04.dat,4,11,0,cylinder
3010p05.dat,4,11,0,cylinder
3010p06.dat,4,11,0,cylinder
3010p07.dat,4,11,0,cylinder
3010p08.dat,4,11,0,cylinder
3010p09.dat,4,11,0,cylinder
3010p0a.dat,4,11,0,cylinder
3010p0b.dat,4,11,0,cylinder
3010p0c.dat,4,11,0,cylinder
3010p0d.dat,4,11,0,cylinder
3010p0dd01.dat,0,11,0,cylinder
3010p0e.dat,4,11,0,cylinder
3010p0f.dat,4,11,0,cylinder
3010p0g.dat,4,11,0,cylinder
3010p0h.dat,4,11,0,cylinder
3010p10.dat,4,11,0,cylinder
3010p11.dat,4,11,0,cylinder
3010p12.dat,4,11,0,cylinder
3010p13.dat,4,11,0,cylinder
3010p14.dat,4,11,0,cylinder
3010p15.dat,4,11,0,cylinder
3010p16.dat,4,11,0,cylinder
3010p17.dat,4,11,0,cylinder
3010p18.dat,4,11,0,cylinder
3010p20.dat,4,11,0,cylinder
3010p20b.dat,0,11,0,cylinder
3010p20c.dat,0,11,0,cylinder
3010p20w.dat,0,11,0,cylinder
3010p21.dat,4,11,0,cylinder
3010p22.dat,4,11,0,cylinder
3010p23.dat,4,11,0,cylinder
3010p24.dat,4,11,0,cylinder
3010p25.dat,4,11,0,cylinder
3010p26.dat,4,11,0,cylinder
3010p27.dat,4,11,0,cylinder
3010p30.dat,4,11,0,cylinder
3010p31.dat,4,11,0,cylinder
3010p40.dat,4,11,0,cylinder
3010p41.dat,4,11,0,cylinder
3010p42.dat,4,11,0,cylinder
3010p70.dat,4,11,0,cylinder
3010p71.dat,4,11,0,cylinder
3010p72.dat,4,11,0,cylinder
3010p73.dat,4,11,0,cylinder
3010p74.dat,4,11,0,cylinder
3010p75.dat,4,11,0,cylinder
3010p918.dat,4,11,0,cylinder
3010p924.dat,4,11,0,cylinder
3010p928.dat,4,11,0,cylinder
3010pb1.dat,4,11,0,cylinder
3010pt0.dat,4,11,0,cylinder
3010pt1.dat,4,11,0,cylinder
3010pt2.dat,4,11,0,cylinder
3010pt3.dat,4,11,0,cylinder
3010pt4.dat,4,11,0,cylinder
3010pt5.dat,4,11,0,cylinder
3010pt6.dat,4,11,0,cylinder
3010pt7.dat,4,11,0,cylinder
3010pt8.dat,4,11,0,cylinder
3010py0.dat,4,11,0,cylinder
3010py1.dat,4,11,0,cylinder
3010py2.dat,4,11,0,cylinder
3010py3.dat,4,11,0,cylinder
3010py4.dat,4,11,0,cylinder
3010py5.dat,4,11,0,cylinder
3010py6.dat,4,11,0,cylinder
3010py7.dat,4,11,0,cylinder
3010py8.dat,4,11,0,cylinder
3010py9.dat,4,11,0,cylinder
3010pya.dat,4,11,0,cylinder
3010pyb.dat,4,11,0,cylinder
3010pyc.dat,4,11,0,cylinder
3010pyd.dat,4,11,0,cylinder
3010pz0.dat,4,11,0,cylinder
3010pz1.dat,4,11,0,cylinder
3010pz2.dat,4,11,0,cylinder
3010pz3.dat,4,11,0,cylinder
3010pz4.dat,4,11,0,cylinder
3010pz5.dat,4,11,0,cylinder
3010pz6.dat,4,11,0,cylinder
3010pz7.dat,4,11,0,cylinder
3010pz8.dat,4,11,0,cylinder
3010pz9.dat,4,11,0,cylinder
3010pza.dat,4,11,0,cylinder
3010pzb.dat,4,11,0,cylinder
3010pzc.dat,4,11,0,cylinder
3010pzd.dat,4,11,0,cylinder
3010pze.dat,4,11,0,cylinder
3010pzf.dat,4,11,0,cylinder
3010pzg.dat,4,11,0,cylinder
3010pzh.dat,4,11,0,cylinder
3010pzi.dat,4,11,0,cylinder
3010pzj.dat,4,11,0,cylinder
3010pzk.dat,4,11,0,cylinder
3010pzl.dat,4,11,0,cylinder
3010pzm.dat,4,11,0,cylinder
3010pzn.dat,4,11,0,cylinder
3010pzo.dat,4,11,0,cylinder
3010pzp.dat,4,11,0,cylinder
3010pzq.dat,4,11,0,cylinder
3010pzr.dat,4,11,0,cylinder
3010pzs.dat,4,11,0,cylinder
3010pzt.dat,4,11,0,cylinder
3010pzu.dat,4,11,0,cylinder
3010pzv.dat,4,11,0,cylinder
3010pzw.dat,4,11,0,cylinder
3010pzx.dat,4,11,0,cylinder
3010pzy.dat,4,11,0,cylinder
3010pzz.dat,4,11,0,cylinder
3011.dat,8,24,0,cylinder
30116.dat,60,64,0,cylinder
30116p6u.dat,60,64,0,cylinder
30116p6v.dat,60,64,0,cylinder
30116ps0.dat,60,64,0,cylinder
3011pt1.dat,8,24,0,cylinder
3011pt2.dat,8,24,0,cylinder
3011pt3.dat,8,24,0,cylinder
3011pt4.dat,8,24,0,cylinder
3011pt5.dat,8,24,0,cylinder
3011pt6.dat,8,24,0,cylinder
3011pt7.dat,8,24,0,cylinder
3011pt8.dat,8,24,0,cylinder
30124.dat,0,2,0,cylinder;fingers
30140.dat,10,18,4,cylinder
30144.dat,8,16,0,cylinder
30145.dat,5,9,0,cylinder
30145p01.dat,5,9,0,cylinder
30145p02.dat,5,9,0,cylinder
30151.dat,0,5,0,cylinder
30156.dat,12,34,0,cylinder
30156p01.dat,12,34,0,cylinder
30157.dat,5,15,0,cylinder
30157a.dat,7,15,0,cylinder
30157b.dat,2,10,0,cylinder
30159.dat,1,5,0,cylinder;fingers
30163.dat,21,29,0,cylinder;generic
30175c01.dat,1,2,2,cylinder
30176.dat,2,4,0,cylinder
30179.dat,16,19,0,cylinder;fingers;generic
30180.dat,16,28,0,cylinder
30180p01.dat,16,28,0,cylinder
30180p02.dat,16,28,0,cylinder
30184.dat,132,232,2,cylinder
30185c01.dat,6,21,1,cylinder
30185c02.dat,6,21,1,cylinder
30185c03.dat,6,21,1,cylinder
30185c04.dat,6,21,1,cylinder
30185c05.dat,6,21,1,cylinder
30187c01.dat,0,20,1,cylinder;generic
30187c02.dat,1,13,15,cylinder;fingers
30187c04.dat,0,16,0,cylinder
30187c05.dat,0,16,0,cylinder
30187c06.dat,0,16,0,cylinder
30189c01.dat,0,2,0,cylinder
30195.dat,24,40,0,cylinder
302.dat,2,18,0,cylinder
30200.dat,23,37,0,cylinder;fingers
302021.dat,8,16,0,cylinder
302026.dat,8,16,0,cylinder
